1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
15	16	24	28
5	30	42	46
25	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	27
6	30	42	45
26	40	44	47
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
15	16	24	28
5	30	42	46
25	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
17	16	24	28
7	30	42	46
27	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	17	24	28
6	31	42	46
26	41	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	29
6	30	42	47
26	40	44	49
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
15	16	25	28
5	30	43	46
25	40	45	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
15	16	24	28
5	30	42	46
25	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
15	16	24	28
5	30	42	46
25	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	16	24	28
6	30	42	46
26	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

