1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	25	28
8	30	43	46
28	40	45	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
13	16	24	28
7	30	42	46
27	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
13	16	24	28
7	30	42	46
27	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	42	46
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
14	16	24	28
8	30	42	46
28	40	44	48
1	1	2	2
1	20	20	20
30	51	51	51

