1	2	2	2
16	12	24	30
6	7	23	29
26	17	25	31
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	17	27	13
6	20	26	8
26	23	28	18
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	28	15	19
6	27	10	22
26	29	20	25
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	28	15	19
6	27	10	22
26	29	20	25
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
15	17	13	27
5	20	8	26
25	23	18	28
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
15	19	28	16
10	22	27	6
20	25	29	26
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
15	12	17	28
5	7	20	27
25	17	23	29
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
15	13	17	29
5	8	20	28
25	18	23	30
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	13	17	28
6	8	20	27
26	18	23	29
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
15	15	28	19
5	10	27	22
25	20	29	25
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	28	17	13
6	27	20	8
26	29	23	18
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	19	28	15
6	22	27	10
26	25	29	20
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	19	15	28
6	22	10	27
26	25	20	29
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	19	15	28
6	22	10	27
26	25	20	29
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	19	28	15
6	22	27	10
26	25	29	20
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	15	28	19
6	10	27	22
26	20	29	25
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
15	13	17	28
5	8	20	27
25	18	23	29
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
15	15	28	19
5	10	27	22
25	20	29	25
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	17	28	13
6	20	27	8
26	23	29	18
1	2	2	2
1	1	1	1
30	31	31	31

1	2	2	2
16	28	15	19
6	27	10	22
26	29	20	25
1	2	2	2
1	1	1	1
30	31	31	31
