1.86,1.92,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.86,1.92,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.86,1.92,0.00,1.99,1.80,1.80,1.92,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.86,1.92,0.00,1.99,1.80,1.80,1.92,1.92,1.93,0.00,0.00,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.86,1.92,1.86,1.99,1.80,1.80,1.92,1.92,1.93,1.86,0.00,1.92,1.86,1.93,0.00,0.00,0.00,0.00,0.00,0.00
1.86,1.92,1.86,1.99,1.80,1.80,1.92,1.92,1.93,1.86,0.00,1.92,1.86,1.93,0.00,1.98,0.00,1.93,0.00,0.00
1.86,1.92,1.86,1.99,1.80,1.80,1.92,1.92,1.93,1.86,1.86,1.92,1.86,1.93,1.86,1.98,1.93,1.93,1.92,1.73
1.86,1.92,1.93,1.99,1.93,0.00,1.92,1.92,1.93,0.00,1.86,1.92,1.86,1.93,1.86,1.98,1.93,1.93,1.92,0.00
1.86,1.92,1.93,1.99,1.93,1.86,1.92,1.92,1.93,0.00,1.99,1.92,1.80,1.93,1.86,1.98,1.93,1.93,1.92,0.00
0.00,1.92,1.93,1.99,1.93,1.92,1.92,1.92,1.93,1.92,1.99,1.92,0.00,1.93,1.86,1.98,1.93,1.93,1.92,1.93
1.86,1.92,1.93,1.99,1.93,1.92,2.05,1.92,1.93,1.92,1.99,1.92,1.99,1.93,1.99,1.98,1.93,1.93,1.92,1.93
0.00,0.00,1.93,1.99,1.93,1.93,2.05,1.86,1.93,1.92,1.99,1.92,1.99,1.93,1.99,1.98,1.93,1.93,1.92,1.93
1.86,1.99,1.93,1.99,1.93,1.93,2.05,0.00,1.93,1.86,1.99,0.00,1.99,1.93,1.99,1.98,1.93,1.93,1.92,1.93
2.06,1.99,1.93,1.99,1.93,1.93,2.05,1.86,1.93,1.86,1.99,1.98,1.99,1.93,1.99,1.98,1.93,1.93,1.92,1.93
2.06,1.99,1.86,1.99,1.93,1.93,2.05,1.93,2.18,1.99,1.99,1.98,1.99,1.93,1.99,1.98,1.93,1.93,0.00,1.93
2.06,1.99,1.92,1.99,1.93,1.99,2.05,1.93,2.18,1.99,1.99,1.98,1.99,0.00,1.99,1.98,0.00,1.93,0.00,1.93
2.06,1.99,1.93,1.99,1.93,1.99,2.05,1.93,2.18,1.99,1.99,1.98,1.99,1.99,1.99,1.98,0.00,2.12,1.99,1.93
2.06,1.99,0.00,1.99,2.06,1.99,2.05,2.05,2.18,1.99,1.99,1.98,1.99,1.99,1.99,1.98,2.12,2.12,1.99,2.11
2.06,1.99,2.25,1.99,2.06,1.99,2.05,2.05,2.18,2.05,1.93,2.06,1.99,1.99,1.99,2.05,2.12,2.12,1.99,2.11
2.06,1.99,2.25,2.05,2.06,1.99,2.05,2.05,2.18,2.05,1.93,2.06,1.99,2.12,1.99,2.05,2.12,2.12,1.99,2.11
2.06,2.12,2.25,2.05,2.06,0.00,2.05,2.05,2.18,2.05,1.93,2.06,1.93,2.12,2.18,2.05,2.12,2.12,1.99,2.11
2.06,2.12,2.25,2.05,2.06,2.06,2.05,2.05,2.18,1.99,1.93,2.06,2.17,2.12,2.18,2.05,2.12,2.12,2.11,2.11
2.06,2.12,2.25,2.11,2.06,2.06,2.12,2.18,2.18,0.00,2.05,2.06,2.17,2.12,2.18,2.05,2.12,2.12,2.11,2.11
2.17,2.12,2.25,2.11,2.18,2.06,2.12,2.18,2.18,2.24,0.00,2.06,2.17,2.12,2.18,2.12,2.12,2.12,2.11,2.11
2.17,2.12,2.25,2.17,2.18,0.00,2.12,2.18,2.18,2.24,2.11,0.00,2.17,2.12,2.18,2.12,2.12,2.12,2.31,2.11
2.17,2.12,2.25,2.17,2.18,2.25,2.12,2.18,2.18,2.24,2.24,2.25,2.17,2.12,2.18,2.11,2.12,2.12,2.31,0.00
2.17,2.30,2.25,2.17,2.18,2.25,2.12,2.18,2.18,2.24,2.24,2.25,2.17,2.12,2.18,0.00,2.11,2.24,2.31,0.00
2.17,2.30,2.25,2.17,2.18,2.25,2.06,2.18,2.18,2.24,2.24,2.25,2.17,2.24,2.18,2.12,2.24,2.24,2.31,2.24
2.18,2.30,2.25,2.36,2.18,2.25,2.24,2.18,2.18,2.24,2.24,2.25,2.24,2.24,2.18,0.00,2.24,2.24,2.31,2.24
2.25,2.30,2.25,2.36,2.31,2.25,2.24,0.00,2.18,2.24,2.24,2.25,2.24,2.24,2.30,2.17,2.24,2.24,2.31,2.24
2.25,2.30,2.25,2.36,2.31,2.25,2.24,0.00,2.18,2.24,2.24,2.25,2.30,2.18,2.30,2.25,2.24,2.24,2.31,2.24
2.25,2.30,2.25,2.36,2.31,2.25,2.24,2.31,2.18,2.24,2.24,2.25,2.30,2.30,2.30,2.25,2.31,2.24,2.31,2.24
2.25,2.30,2.25,2.36,2.31,2.25,0.00,2.31,2.31,2.24,2.36,2.25,2.30,2.30,2.30,2.25,2.31,2.30,2.31,2.30
2.38,2.30,2.31,2.36,2.31,2.42,2.31,2.31,2.31,2.37,2.36,2.25,2.30,2.30,2.30,2.25,2.31,2.30,2.31,2.30
2.38,2.30,2.31,2.36,2.31,2.42,2.31,2.31,2.31,2.37,2.36,2.23,0.00,2.24,2.30,2.36,2.31,2.30,2.31,2.30
2.38,2.43,2.31,2.36,2.31,2.42,2.31,2.31,2.31,2.37,2.36,2.36,2.31,2.37,2.37,2.36,2.31,2.30,2.31,2.30
2.38,2.43,2.31,2.36,2.25,2.42,2.31,2.31,2.31,2.37,2.36,2.36,2.31,2.37,2.37,2.36,2.31,2.38,2.42,2.30
2.38,2.43,2.31,2.36,0.00,2.42,2.36,2.31,2.30,2.37,2.36,2.36,2.31,2.37,2.37,2.36,2.38,2.38,2.42,2.31
2.38,2.43,2.30,2.36,2.38,2.42,2.36,2.44,0.00,2.37,2.36,2.36,2.38,2.37,2.37,2.36,2.38,2.38,2.42,2.31
2.38,2.43,2.42,2.36,2.38,2.42,2.36,2.44,0.00,2.37,2.31,2.36,2.38,2.37,2.37,2.36,2.38,2.38,2.42,2.38
2.38,2.43,2.42,2.38,2.38,2.42,2.36,2.44,2.30,2.37,2.30,2.38,2.38,2.37,2.37,2.36,2.38,2.38,2.42,2.38
2.38,2.43,2.42,2.38,2.38,2.42,2.37,2.44,2.43,2.37,0.00,2.38,2.38,2.37,2.30,0.00,2.38,2.38,2.42,2.38
2.38,2.43,2.42,2.38,2.38,2.42,2.44,2.44,2.43,2.31,2.44,2.38,2.38,2.37,2.37,2.31,2.38,2.38,2.42,2.38
2.38,2.43,2.42,2.38,2.38,2.42,2.44,2.44,2.43,2.44,2.44,0.00,2.38,0.00,0.00,0.00,2.38,2.38,2.42,2.38
2.38,2.43,2.42,2.38,2.38,2.42,2.44,2.44,2.43,2.44,2.44,2.38,2.31,2.38,0.00,2.44,2.38,2.38,2.42,2.38
2.50,2.43,2.42,2.38,2.50,2.42,2.44,2.44,2.43,2.44,2.44,2.44,2.36,2.38,2.31,2.44,2.38,2.38,2.42,2.38
2.50,2.43,2.42,2.62,2.50,2.42,2.44,2.44,2.43,2.44,2.44,2.44,2.38,2.31,2.37,2.44,2.17,2.38,2.42,2.38
2.50,2.43,2.42,2.62,2.50,2.42,2.44,2.44,2.43,2.44,2.44,2.44,2.50,2.38,2.37,2.44,2.44,2.50,2.42,2.38
2.50,2.43,2.37,2.62,2.50,2.42,2.44,2.44,2.43,2.44,2.44,2.44,2.50,2.44,2.36,2.44,2.44,2.50,2.38,2.62
2.50,2.43,2.38,2.62,2.50,0.00,2.44,2.44,2.37,2.44,2.44,2.44,2.50,2.44,2.50,2.44,2.44,2.50,0.00,2.62
2.50,2.43,2.44,2.62,2.50,2.38,2.44,2.44,2.44,2.44,2.44,2.44,2.50,2.44,2.50,2.44,2.44,2.50,2.50,2.62
2.50,2.62,2.50,2.62,2.50,0.00,0.00,2.50,2.44,2.44,2.44,2.44,2.50,2.44,2.50,2.44,2.44,2.50,2.50,2.62
2.50,2.62,2.50,2.62,2.50,0.00,2.56,2.50,2.50,2.50,2.38,2.44,2.50,2.44,2.50,2.44,2.44,2.50,2.50,2.62
2.50,2.62,2.50,2.62,2.50,2.62,2.56,2.50,2.50,2.50,0.00,2.56,2.50,2.50,2.50,2.44,2.44,2.50,2.50,2.62
2.50,2.62,2.50,2.62,2.50,2.62,2.56,2.56,2.50,2.50,2.50,2.56,2.50,2.50,2.50,2.56,2.69,2.50,2.50,2.62
0.00,2.62,2.44,2.62,2.56,2.62,2.56,2.56,0.00,0.00,2.50,2.56,2.50,2.50,2.50,2.56,2.69,2.50,2.50,2.62
0.00,2.62,2.56,2.62,2.56,2.62,2.56,2.56,2.44,2.50,2.62,2.56,2.50,2.50,2.50,2.56,2.69,2.50,2.50,2.62
2.44,2.62,2.56,2.62,2.56,2.62,2.56,2.56,2.56,2.50,2.62,2.56,2.56,0.00,2.50,2.56,2.69,2.50,2.50,2.62
2.50,2.62,2.56,2.62,2.56,2.62,2.56,2.56,2.56,2.69,2.62,2.56,2.56,2.62,2.50,2.56,2.69,0.00,2.50,2.62
2.62,2.62,2.56,2.62,2.56,2.62,2.56,2.62,2.56,2.69,2.62,2.56,2.56,2.62,0.00,2.56,2.69,2.56,2.55,2.62
2.62,2.62,2.56,2.62,2.56,2.62,2.69,2.62,2.50,2.69,2.62,2.43,2.56,2.62,2.56,2.56,2.69,2.56,2.62,2.62
2.62,2.62,2.56,2.62,2.69,2.62,2.69,2.62,2.49,2.69,2.62,2.56,2.55,2.62,2.56,2.56,2.69,2.56,2.62,2.62
2.62,2.62,2.56,2.62,2.69,2.62,2.69,2.62,2.49,2.69,2.62,2.62,2.69,2.62,2.62,2.56,2.69,2.56,2.62,2.62
