1	2	2	2
15	13	21	25
5	27	39	43
25	37	41	45
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	13	23	29
6	8	22	28
26	18	24	30
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
11	13	21	25
5	27	39	43
25	37	41	45
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	12	24	29
6	7	23	26
26	17	25	31
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	13	23	29
6	8	22	28
26	18	24	30
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
11	12	27	30
1	26	45	48
21	36	47	50
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	12	24	29
6	7	23	26
26	17	25	31
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	13	23	29
6	8	22	28
26	18	24	30
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	12	24	29
6	7	23	26
26	17	25	31
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	13	23	29
6	8	22	28
26	18	24	30
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
11	12	27	30
1	26	45	48
21	36	47	50
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	12	24	29
6	7	23	26
26	17	25	31
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	13	23	29
6	8	22	28
26	18	24	30
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	12	24	29
6	7	23	26
26	17	25	31
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	13	23	29
6	8	22	28
26	18	24	30
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
11	12	27	30
1	26	45	48
21	36	47	50
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	12	24	29
6	7	23	26
26	17	25	31
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	13	23	29
6	8	22	28
26	18	24	30
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	12	24	29
6	7	23	26
26	17	25	31
1	1	2	2
1	20	20	20
30	51	51	51

1	2	2	2
16	13	23	29
6	8	22	28
26	18	24	30
1	1	2	2
1	20	20	20
30	51	51	51
